path ,class ,xmin,ymin,xmax,ymax
./characters/abraham_grampa_simpson/pic_0000.jpg,abraham_grampa_simpson,57,72,52,72
./characters/abraham_grampa_simpson/pic_0001.jpg,abraham_grampa_simpson,80,31,337,354
./characters/abraham_grampa_simpson/pic_0002.jpg,abraham_grampa_simpson,128,48,285,407
./characters/abraham_grampa_simpson/pic_0003.jpg,abraham_grampa_simpson,72,126,158,275
./characters/abraham_grampa_simpson/pic_0004.jpg,abraham_grampa_simpson,123,61,294,416
./characters/abraham_grampa_simpson/pic_0005.jpg,abraham_grampa_simpson,115,18,498,413
./characters/abraham_grampa_simpson/pic_0006.jpg,abraham_grampa_simpson,171,47,423,413
./characters/abraham_grampa_simpson/pic_0007.jpg,abraham_grampa_simpson,120,53,381,409
./characters/abraham_grampa_simpson/pic_0008.jpg,abraham_grampa_simpson,149,56,398,406
./characters/abraham_grampa_simpson/pic_0009.jpg,abraham_grampa_simpson,205,41,470,456
./characters/abraham_grampa_simpson/pic_0010.jpg,abraham_grampa_simpson,71,29,265,424
./characters/abraham_grampa_simpson/pic_0011.jpg,abraham_grampa_simpson,2,24,176,408
./characters/abraham_grampa_simpson/pic_0012.jpg,abraham_grampa_simpson,132,166,240,346
./characters/abraham_grampa_simpson/pic_0013.jpg,abraham_grampa_simpson,61,38,418,404
./characters/abraham_grampa_simpson/pic_0014.jpg,abraham_grampa_simpson,144,46,467,474
./characters/abraham_grampa_simpson/pic_0015.jpg,abraham_grampa_simpson,124,47,417,400
./characters/abraham_grampa_simpson/pic_0016.jpg,abraham_grampa_simpson,264,129,496,471
./characters/abraham_grampa_simpson/pic_0017.jpg,abraham_grampa_simpson,6,9,173,466
./characters/abraham_grampa_simpson/pic_0019.jpg,abraham_grampa_simpson,110,54,273,417
./characters/abraham_grampa_simpson/pic_0020.jpg,abraham_grampa_simpson,124,71,285,44
./characters/abraham_grampa_simpson/pic_0021.jpg,abraham_grampa_simpson,8,11,248,411
./characters/abraham_grampa_simpson/pic_0022.jpg,abraham_grampa_simpson,9,12,238,410
./characters/abraham_grampa_simpson/pic_0023.jpg,abraham_grampa_simpson,199,67,408,456
./characters/abraham_grampa_simpson/pic_0024.jpg,abraham_grampa_simpson,2,6,570,412
./characters/abraham_grampa_simpson/pic_0025.jpg,abraham_grampa_simpson,11,92,198,472
./characters/abraham_grampa_simpson/pic_0026.jpg,abraham_grampa_simpson,77,42,259,398
./characters/abraham_grampa_simpson/pic_0027.jpg,abraham_grampa_simpson,55,40,237,329
./characters/abraham_grampa_simpson/pic_0028.jpg,abraham_grampa_simpson,102,16,448,404
./characters/abraham_grampa_simpson/pic_0029.jpg,abraham_grampa_simpson,154,9,465,410
./characters/abraham_grampa_simpson/pic_0030.jpg,abraham_grampa_simpson,38,24,235,423
./characters/abraham_grampa_simpson/pic_0031.jpg,abraham_grampa_simpson,3,101,160,472
./characters/abraham_grampa_simpson/pic_0032.jpg,abraham_grampa_simpson,89,69,279,363
./characters/abraham_grampa_simpson/pic_0033.jpg,abraham_grampa_simpson,83,77,272,354
./characters/abraham_grampa_simpson/pic_0034.jpg,abraham_grampa_simpson,264,24,549,429
./characters/abraham_grampa_simpson/pic_0035.jpg,abraham_grampa_simpson,60,57,275,398
./characters/abraham_grampa_simpson/pic_0036.jpg,abraham_grampa_simpson,57,57,278,401
./characters/abraham_grampa_simpson/pic_0037.jpg,abraham_grampa_simpson,29,65,250,330
./characters/abraham_grampa_simpson/pic_0038.jpg,abraham_grampa_simpson,152,16,438,402
./characters/abraham_grampa_simpson/pic_0039.jpg,abraham_grampa_simpson,182,71,418,400
./characters/abraham_grampa_simpson/pic_0040.jpg,abraham_grampa_simpson,79,18,279,419
./characters/abraham_grampa_simpson/pic_0041.jpg,abraham_grampa_simpson,99,63,286,421
./characters/abraham_grampa_simpson/pic_0042.jpg,abraham_grampa_simpson,43,47,228,351
./characters/abraham_grampa_simpson/pic_0043.jpg,abraham_grampa_simpson,19,55,169,347
./characters/abraham_grampa_simpson/pic_0044.jpg,abraham_grampa_simpson,52,59,283,404
./characters/abraham_grampa_simpson/pic_0045.jpg,abraham_grampa_simpson,163,67,453,421
./characters/abraham_grampa_simpson/pic_0046.jpg,abraham_grampa_simpson,0,80,128,427
./characters/abraham_grampa_simpson/pic_0047.jpg,abraham_grampa_simpson,31,74,230,337
./characters/abraham_grampa_simpson/pic_0048.jpg,abraham_grampa_simpson,0,3,187,416
./characters/abraham_grampa_simpson/pic_0049.jpg,abraham_grampa_simpson,118,10,378,417
./characters/abraham_grampa_simpson/pic_0050.jpg,abraham_grampa_simpson,2,0,198,413
./characters/abraham_grampa_simpson/pic_0051.jpg,abraham_grampa_simpson,7,42,276,420
./characters/abraham_grampa_simpson/pic_0052.jpg,abraham_grampa_simpson,0,66,81,423
./characters/abraham_grampa_simpson/pic_0053.jpg,abraham_grampa_simpson,78,51,207,209
./characters/abraham_grampa_simpson/pic_0054.jpg,abraham_grampa_simpson,0,32,191,427
./characters/abraham_grampa_simpson/pic_0055.jpg,abraham_grampa_simpson,0,37,186,420
./characters/abraham_grampa_simpson/pic_0056.jpg,abraham_grampa_simpson,6,8,198,423
./characters/abraham_grampa_simpson/pic_0057.jpg,abraham_grampa_simpson,26,31,178,423
./characters/abraham_grampa_simpson/pic_0058.jpg,abraham_grampa_simpson,21,43,276,418
./characters/abraham_grampa_simpson/pic_0059.jpg,abraham_grampa_simpson,38,54,276,419
./characters/abraham_grampa_simpson/pic_0060.jpg,abraham_grampa_simpson,3,2,201,417
./characters/abraham_grampa_simpson/pic_0061.jpg,abraham_grampa_simpson,265,50,565,420
./characters/abraham_grampa_simpson/pic_0062.jpg,abraham_grampa_simpson,173,4,510,411
./characters/abraham_grampa_simpson/pic_0063.jpg,abraham_grampa_simpson,176,0,530,407
./characters/abraham_grampa_simpson/pic_0064.jpg,abraham_grampa_simpson,28,52,275,421
./characters/abraham_grampa_simpson/pic_0065.jpg,abraham_grampa_simpson,0,5,218,407
./characters/abraham_grampa_simpson/pic_0066.jpg,abraham_grampa_simpson,231,407,243,401
./characters/abraham_grampa_simpson/pic_0067.jpg,abraham_grampa_simpson,28,22,171,424
./characters/abraham_grampa_simpson/pic_0068.jpg,abraham_grampa_simpson,102,7,276,400
./characters/abraham_grampa_simpson/pic_0069.jpg,abraham_grampa_simpson,82,7,272,400
./characters/abraham_grampa_simpson/pic_0070.jpg,abraham_grampa_simpson,21,10,203,381
./characters/abraham_grampa_simpson/pic_0071.jpg,abraham_grampa_simpson,55,60,245,426
./characters/abraham_grampa_simpson/pic_0072.jpg,abraham_grampa_simpson,147,60,453,428
./characters/abraham_grampa_simpson/pic_0073.jpg,abraham_grampa_simpson,62,74,237,428
./characters/abraham_grampa_simpson/pic_0074.jpg,abraham_grampa_simpson,92,64,411,402
./characters/abraham_grampa_simpson/pic_0076.jpg,abraham_grampa_simpson,6,8,354,409
./characters/abraham_grampa_simpson/pic_0077.jpg,abraham_grampa_simpson,284,67,491,410
./characters/abraham_grampa_simpson/pic_0078.jpg,abraham_grampa_simpson,24,64,207,425
./characters/abraham_grampa_simpson/pic_0079.jpg,abraham_grampa_simpson,28,35,266,425
./characters/abraham_grampa_simpson/pic_0080.jpg,abraham_grampa_simpson,68,114,281,406
./characters/abraham_grampa_simpson/pic_0081.jpg,abraham_grampa_simpson,18,52,212,408
./characters/abraham_grampa_simpson/pic_0082.jpg,abraham_grampa_simpson,92,20,286,399
./characters/abraham_grampa_simpson/pic_0083.jpg,abraham_grampa_simpson,60,105,277,349
./characters/abraham_grampa_simpson/pic_0084.jpg,abraham_grampa_simpson,60,61,272,329
./characters/abraham_grampa_simpson/pic_0085.jpg,abraham_grampa_simpson,6,173,177,408
./characters/abraham_grampa_simpson/pic_0086.jpg,abraham_grampa_simpson,93,77,284,398
./characters/abraham_grampa_simpson/pic_0087.jpg,abraham_grampa_simpson,91,12,270,275
./characters/abraham_grampa_simpson/pic_0088.jpg,abraham_grampa_simpson,230,73,489,409
./characters/abraham_grampa_simpson/pic_0089.jpg,abraham_grampa_simpson,46,108,268,405
./characters/abraham_grampa_simpson/pic_0090.jpg,abraham_grampa_simpson,27,25,142,157
./characters/abraham_grampa_simpson/pic_0091.jpg,abraham_grampa_simpson,32,60,212,411
./characters/abraham_grampa_simpson/pic_0092.jpg,abraham_grampa_simpson,2,6,462,413
./characters/abraham_grampa_simpson/pic_0093.jpg,abraham_grampa_simpson,120,124,244,322
./characters/abraham_grampa_simpson/pic_0094.jpg,abraham_grampa_simpson,3,2,276,408
./characters/abraham_grampa_simpson/pic_0095.jpg,abraham_grampa_simpson,10,111,280,404
./characters/abraham_grampa_simpson/pic_0096.jpg,abraham_grampa_simpson,50,47,283,322
./characters/abraham_grampa_simpson/pic_0097.jpg,abraham_grampa_simpson,33,115,261,408
./characters/abraham_grampa_simpson/pic_0098.jpg,abraham_grampa_simpson,46,88,234,388
./characters/abraham_grampa_simpson/pic_0099.jpg,abraham_grampa_simpson,6,55,214,271
./characters/abraham_grampa_simpson/pic_0101.jpg,abraham_grampa_simpson,5,53,171,407
./characters/abraham_grampa_simpson/pic_0102.jpg,abraham_grampa_simpson,45,85,197,407
./characters/abraham_grampa_simpson/pic_0103.jpg,abraham_grampa_simpson,131,11,488,410
./characters/abraham_grampa_simpson/pic_0104.jpg,abraham_grampa_simpson,164,10,397,392
./characters/abraham_grampa_simpson/pic_0105.jpg,abraham_grampa_simpson,41,13,263,406
./characters/abraham_grampa_simpson/pic_0106.jpg,abraham_grampa_simpson,94,60,467,405
./characters/abraham_grampa_simpson/pic_0107.jpg,abraham_grampa_simpson,178,10,570,409
./characters/abraham_grampa_simpson/pic_0109.jpg,abraham_grampa_simpson,18,42,278,396
./characters/abraham_grampa_simpson/pic_0110.jpg,abraham_grampa_simpson,90,14,279,401
./characters/abraham_grampa_simpson/pic_0111.jpg,abraham_grampa_simpson,15,35,223,401
./characters/abraham_grampa_simpson/pic_0112.jpg,abraham_grampa_simpson,36,77,277,405
./characters/abraham_grampa_simpson/pic_0113.jpg,abraham_grampa_simpson,38,6,232,407
./characters/abraham_grampa_simpson/pic_0114.jpg,abraham_grampa_simpson,79,37,416,400
./characters/abraham_grampa_simpson/pic_0115.jpg,abraham_grampa_simpson,116,4,444,406
./characters/abraham_grampa_simpson/pic_0116.jpg,abraham_grampa_simpson,117,17,448,406
./characters/abraham_grampa_simpson/pic_0117.jpg,abraham_grampa_simpson,65,4,488,414
./characters/abraham_grampa_simpson/pic_0118.jpg,abraham_grampa_simpson,47,35,421,409
./characters/abraham_grampa_simpson/pic_0119.jpg,abraham_grampa_simpson,21,113,274,400
./characters/abraham_grampa_simpson/pic_0120.jpg,abraham_grampa_simpson,5,0,270,399
./characters/abraham_grampa_simpson/pic_0121.jpg,abraham_grampa_simpson,12,42,227,405
./characters/abraham_grampa_simpson/pic_0122.jpg,abraham_grampa_simpson,189,14,542,405
./characters/abraham_grampa_simpson/pic_0123.jpg,abraham_grampa_simpson,5,4,331,405
./characters/abraham_grampa_simpson/pic_0124.jpg,abraham_grampa_simpson,7,94,249,408
./characters/abraham_grampa_simpson/pic_0125.jpg,abraham_grampa_simpson,98,144,276,402
./characters/abraham_grampa_simpson/pic_0126.jpg,abraham_grampa_simpson,134,75,376,406
./characters/abraham_grampa_simpson/pic_0127.jpg,abraham_grampa_simpson,0,122,249,315
./characters/abraham_grampa_simpson/pic_0128.jpg,abraham_grampa_simpson,3,4,280,406
./characters/abraham_grampa_simpson/pic_0129.jpg,abraham_grampa_simpson,54,34,233,407
./characters/abraham_grampa_simpson/pic_0130.jpg,abraham_grampa_simpson,134,105,280,406
./characters/abraham_grampa_simpson/pic_0131.jpg,abraham_grampa_simpson,178,13,529,409
./characters/abraham_grampa_simpson/pic_0132.jpg,abraham_grampa_simpson,180,14,495,409
./characters/abraham_grampa_simpson/pic_0133.jpg,abraham_grampa_simpson,91,11,468,349
./characters/abraham_grampa_simpson/pic_0134.jpg,abraham_grampa_simpson,33,29,451,411
./characters/abraham_grampa_simpson/pic_0135.jpg,abraham_grampa_simpson,174,35,393,394
./characters/abraham_grampa_simpson/pic_0136.jpg,abraham_grampa_simpson,26,85,191,399
./characters/abraham_grampa_simpson/pic_0137.jpg,abraham_grampa_simpson,15,92,230,384
./characters/abraham_grampa_simpson/pic_0138.jpg,abraham_grampa_simpson,193,14,556,403
./characters/abraham_grampa_simpson/pic_0139.jpg,abraham_grampa_simpson,4,103,158,421
./characters/abraham_grampa_simpson/pic_0140.jpg,abraham_grampa_simpson,37,133,250,408
./characters/abraham_grampa_simpson/pic_0141.jpg,abraham_grampa_simpson,55,82,175,396
./characters/abraham_grampa_simpson/pic_0142.jpg,abraham_grampa_simpson,60,66,263,320
./characters/abraham_grampa_simpson/pic_0143.jpg,abraham_grampa_simpson,21,8,242,401
./characters/abraham_grampa_simpson/pic_0144.jpg,abraham_grampa_simpson,129,19,422,470
./characters/abraham_grampa_simpson/pic_0145.jpg,abraham_grampa_simpson,193,23,513,425
./characters/abraham_grampa_simpson/pic_0146.jpg,abraham_grampa_simpson,146,34,428,409
./characters/abraham_grampa_simpson/pic_0147.jpg,abraham_grampa_simpson,140,52,411,402
./characters/abraham_grampa_simpson/pic_0148.jpg,abraham_grampa_simpson,61,66,225,278
./characters/abraham_grampa_simpson/pic_0149.jpg,abraham_grampa_simpson,76,54,264,463
./characters/abraham_grampa_simpson/pic_0150.jpg,abraham_grampa_simpson,51,5,284,401
./characters/abraham_grampa_simpson/pic_0151.jpg,abraham_grampa_simpson,37,71,314,405
./characters/abraham_grampa_simpson/pic_0152.jpg,abraham_grampa_simpson,143,115,311,384
./characters/abraham_grampa_simpson/pic_0153.jpg,abraham_grampa_simpson,73,69,197,379
./characters/abraham_grampa_simpson/pic_0154.jpg,abraham_grampa_simpson,123,92,301,387
./characters/abraham_grampa_simpson/pic_0155.jpg,abraham_grampa_simpson,128,26,402,343
./characters/abraham_grampa_simpson/pic_0156.jpg,abraham_grampa_simpson,107,32,414,359
./characters/abraham_grampa_simpson/pic_0157.jpg,abraham_grampa_simpson,155,14,457,457
./characters/abraham_grampa_simpson/pic_0158.jpg,abraham_grampa_simpson,167,16,541,474
./characters/abraham_grampa_simpson/pic_0159.jpg,abraham_grampa_simpson,4,54,169,357
./characters/abraham_grampa_simpson/pic_0160.jpg,abraham_grampa_simpson,1,28,208,463
./characters/abraham_grampa_simpson/pic_0161.jpg,abraham_grampa_simpson,46,59,256,470
./characters/abraham_grampa_simpson/pic_0162.jpg,abraham_grampa_simpson,53,44,297,463
./characters/abraham_grampa_simpson/pic_0163.jpg,abraham_grampa_simpson,134,16,310,462
./characters/abraham_grampa_simpson/pic_0164.jpg,abraham_grampa_simpson,1,7,167,406
./characters/abraham_grampa_simpson/pic_0165.jpg,abraham_grampa_simpson,137,4,286,407
./characters/abraham_grampa_simpson/pic_0166.jpg,abraham_grampa_simpson,13,58,229,338
./characters/abraham_grampa_simpson/pic_0168.jpg,abraham_grampa_simpson,53,86,265,404
./characters/abraham_grampa_simpson/pic_0169.jpg,abraham_grampa_simpson,109,84,308,396
./characters/abraham_grampa_simpson/pic_0170.jpg,abraham_grampa_simpson,41,110,251,409
./characters/abraham_grampa_simpson/pic_0171.jpg,abraham_grampa_simpson,65,94,300,394
./characters/abraham_grampa_simpson/pic_0172.jpg,abraham_grampa_simpson,194,36,517,398
./characters/abraham_grampa_simpson/pic_0173.jpg,abraham_grampa_simpson,111,90,296,392
./characters/abraham_grampa_simpson/pic_0174.jpg,abraham_grampa_simpson,44,124,244,400
./characters/abraham_grampa_simpson/pic_0175.jpg,abraham_grampa_simpson,70,107,303,397
./characters/abraham_grampa_simpson/pic_0176.jpg,abraham_grampa_simpson,25,93,240,406
./characters/abraham_grampa_simpson/pic_0177.jpg,abraham_grampa_simpson,57,120,275,409
./characters/abraham_grampa_simpson/pic_0178.jpg,abraham_grampa_simpson,82,94,303,404
./characters/abraham_grampa_simpson/pic_0179.jpg,abraham_grampa_simpson,11,47,150,405
./characters/abraham_grampa_simpson/pic_0180.jpg,abraham_grampa_simpson,42,48,243,319
./characters/abraham_grampa_simpson/pic_0181.jpg,abraham_grampa_simpson,47,164,220,406
./characters/abraham_grampa_simpson/pic_0182.jpg,abraham_grampa_simpson,21,19,216,363
./characters/abraham_grampa_simpson/pic_0183.jpg,abraham_grampa_simpson,36,89,243,398
./characters/abraham_grampa_simpson/pic_0184.jpg,abraham_grampa_simpson,141,43,371,400
./characters/abraham_grampa_simpson/pic_0185.jpg,abraham_grampa_simpson,92,100,303,399
./characters/abraham_grampa_simpson/pic_0186.jpg,abraham_grampa_simpson,24,83,224,406
./characters/abraham_grampa_simpson/pic_0187.jpg,abraham_grampa_simpson,29,8,213,399
./characters/abraham_grampa_simpson/pic_0188.jpg,abraham_grampa_simpson,26,38,225,288
./characters/abraham_grampa_simpson/pic_0189.jpg,abraham_grampa_simpson,25,37,234,291
./characters/abraham_grampa_simpson/pic_0190.jpg,abraham_grampa_simpson,53,23,276,328
./characters/abraham_grampa_simpson/pic_0191.jpg,abraham_grampa_simpson,6,61,169,407
./characters/abraham_grampa_simpson/pic_0192.jpg,abraham_grampa_simpson,114,82,305,397
./characters/abraham_grampa_simpson/pic_0193.jpg,abraham_grampa_simpson,66,64,252,363
./characters/abraham_grampa_simpson/pic_0194.jpg,abraham_grampa_simpson,121,68,283,413
./characters/abraham_grampa_simpson/pic_0195.jpg,abraham_grampa_simpson,188,8,386,364
./characters/abraham_grampa_simpson/pic_0196.jpg,abraham_grampa_simpson,156,50,359,367
./characters/abraham_grampa_simpson/pic_0197.jpg,abraham_grampa_simpson,129,91,287,425
./characters/abraham_grampa_simpson/pic_0198.jpg,abraham_grampa_simpson,127,32,366,372
./characters/abraham_grampa_simpson/pic_0199.jpg,abraham_grampa_simpson,129,86,259,332
./characters/abraham_grampa_simpson/pic_0200.jpg,abraham_grampa_simpson,144,46,383,392
./characters/abraham_grampa_simpson/pic_0201.jpg,abraham_grampa_simpson,55,46,238,293
./characters/abraham_grampa_simpson/pic_0202.jpg,abraham_grampa_simpson,18,17,258,393
./characters/abraham_grampa_simpson/pic_0203.jpg,abraham_grampa_simpson,128,60,370,414
./characters/abraham_grampa_simpson/pic_0204.jpg,abraham_grampa_simpson,142,53,379,398
./characters/abraham_grampa_simpson/pic_0205.jpg,abraham_grampa_simpson,154,56,378,384
./characters/abraham_grampa_simpson/pic_0206.jpg,abraham_grampa_simpson,62,57,269,388
./characters/abraham_grampa_simpson/pic_0207.jpg,abraham_grampa_simpson,158,19,466,420
./characters/abraham_grampa_simpson/pic_0208.jpg,abraham_grampa_simpson,29,57,271,409
./characters/abraham_grampa_simpson/pic_0209.jpg,abraham_grampa_simpson,3,31,106,286
